movie_title,genres,content,rating,movie_id,review_id,author,created_at,cleaned_text,category
Avengers: Endgame,"['Adventure', 'Science Fiction', 'Action']","First of all, good popcorn movie, if you are hardcore fan of marvel or visual effect in general, this is a movie for you. 

However, it is clear that imagination of Marvel studio keeps deteriorating. The process and ending is clear about 10% into the movie. Zero development of character. Amateur plot twist. All cliche and low class humor. It is 21st century and they still cling on adult fairy tale and plain visual stimulation. The whole purpose is to let fans know what happens to the character. Good business investment but great shame to the art of movie industry. It is a blatant exploitation of grandpa IP with zero innovation. 

Hero fantasy lived in half a century ago. Time to learn from modern Japanese manga and anime (I am not talking about One Piece or Naruto). Stop stitching up individuals from different background and call it a universe, it's laughable at best.",4.0,299534,5de2a4e33faba000130a8805,gwengww,2019-11-30T17:20:35.974Z,"First of all good popcorn movie if you are hardcore fan of marvel or visual effect in general this is a movie for you 

However it is clear that imagination of Marvel studio keeps deteriorating The process and ending is clear about 10 into the movie Zero development of character Amateur plot twist All cliche and low class humor It is 21st century and they still cling on adult fairy tale and plain visual stimulation The whole purpose is to let fans know what happens to the character Good business investment but great shame to the art of movie industry It is a blatant exploitation of grandpa IP with zero innovation 

Hero fantasy lived in half a century ago Time to learn from modern Japanese manga and anime I am not talking about One Piece or Naruto Stop stitching up individuals from different background and call it a universe its laughable at best","Adventure, Science Fiction, Action"
The Super Mario Bros. Movie,"['Family', 'Comedy', 'Adventure', 'Fantasy', 'Animation']","_The Super Mario Bros. Movie_ is like Fruit Stripe Gum. It’s super colorful and eyecatching, but it seems to instantly lose its flavor and charm. The film is visually stunning and Jack Black is outstanding as Bowser. The big action sequences are like big budget versions of the Mario video games playthroughs with little welcome surprises thrown in.

But the film is massively unfunny, the characters are extremely flat, and the flimsy writing is about as complex as an unkempt mustache.

**Full review:** https://boundingintocomics.com/2023/04/06/the-super-mario-bros-movie-review-plunging-rainbow-colored-nostalgia-to-death/",5.0,502356,642f2de32588230098248468,Chris Sawin,2023-04-06T20:38:59.988Z,"The Super Mario Bros Movie is like Fruit Stripe Gum It’s super colorful and eyecatching but it seems to instantly lose its flavor and charm The film is visually stunning and Jack Black is outstanding as Bowser The big action sequences are like big budget versions of the Mario video games playthroughs with little welcome surprises thrown in

But the film is massively unfunny the characters are extremely flat and the flimsy writing is about as complex as an unkempt mustache

Full review","Family, Comedy, Adventure, Fantasy, Animation"
Return to Silent Hill,"['Mystery', 'Drama', 'Horror']","When it takes over thirty minutes for a film to go anywhere even remotely interesting, for my money, something is wrong.

""Return to Silent Hill"" lacks both pace and scares; in short, I found it boring. It's not the actors' fault; they hand in decent performances. Its story, in my opinion, needed to be reworked to make it more engaging and exciting.

In summary, acting is fine, but I found the story lackadaisical and dull. Can't recommend this one.",4.0,680493,6976f685e1d733d98c1a136c,MovieGuys,2026-01-26T05:07:17.558Z,"When it takes over thirty minutes for a film to go anywhere even remotely interesting for my money something is wrong

Return to Silent Hill lacks both pace and scares in short I found it boring Its not the actors fault they hand in decent performances Its story in my opinion needed to be reworked to make it more engaging and exciting

In summary acting is fine but I found the story lackadaisical and dull Cant recommend this one","Mystery, Drama, Horror"
Star Wars: The Last Jedi,"['Adventure', 'Action', 'Science Fiction']","I think this was the first movie I felt personally insulted by.
This is probably one of the most hate filled movies I have ever seen.
And I am not even a Star Wars fan. I just like science fiction.
I want every minute back I wasted watching this utter filth.
I hate Rian Johnson so much, so so much.",1.0,181808,691baa340df41d57d46099e3,Anue,2025-11-17T23:05:24.220Z,"I think this was the first movie I felt personally insulted by
This is probably one of the most hate filled movies I have ever seen
And I am not even a Star Wars fan I just like science fiction
I want every minute back I wasted watching this utter filth
I hate Rian Johnson so much so so much","Adventure, Action, Science Fiction"
The Wrecking Crew,"['Action', 'Comedy', 'Crime', 'Mystery']","""The Wrecking Crew"" is aptly named. 

This action flick, for me, early on wrecked any chance that I'd actually enjoy this film. I'll put my hand up and say I'm sick and tired of the gratuitous violence oozing out of Hollywood. The light, jokey tone of this film is at odds with oftentimes really ugly violence. Entirely smashing someone's upper teeth against a table in the opening scenes is one such example. It's not funny; it's not okay, its not entertaining, no matter who it's done to.

Regrettably, given how violent US society is, perhaps I should not be surprised, but it's also one of the reasons I don't watch a great deal of US cinema these days.

Beyond that, the actions of the formulaic variety and the bro buddy back story has long since ossified into a cliche. 

In summary, tone it down, Hollywood. Excessive violence is not okay. If you want to make a light-toned action flick, then try doing just that.",4.0,1168190,697fd32f12ec3348c1be578c,MovieGuys,2026-02-01T22:26:55.076Z,"The Wrecking Crew is aptly named 

This action flick for me early on wrecked any chance that Id actually enjoy this film Ill put my hand up and say Im sick and tired of the gratuitous violence oozing out of Hollywood The light jokey tone of this film is at odds with oftentimes really ugly violence Entirely smashing someones upper teeth against a table in the opening scenes is one such example Its not funny its not okay its not entertaining no matter who its done to

Regrettably given how violent US society is perhaps I should not be surprised but its also one of the reasons I dont watch a great deal of US cinema these days

Beyond that the actions of the formulaic variety and the bro buddy back story has long since ossified into a cliche 

In summary tone it down Hollywood Excessive violence is not okay If you want to make a lighttoned action flick then try doing just that","Action, Comedy, Crime, Mystery"
The Housemaid,"['Mystery', 'Thriller']","The plot of this movie is very ordinary.  I got bored while watching it.  The acting is okay, the effects are good, the script is slow, heavy-handed, and dialogue-based.  I skipped forward through some scenes.  Is it worth watching? If you like this type of production and the subject matter, I recommend you check it out.  Other than that, I don't think it's a production that deserves much time.  I gave it a score of 4 out of 10.",4.0,1368166,6998339c3c0ec96fc8ba3886,Enes,2026-02-20T10:12:44.981Z,The plot of this movie is very ordinary  I got bored while watching it  The acting is okay the effects are good the script is slow heavyhanded and dialoguebased  I skipped forward through some scenes  Is it worth watching If you like this type of production and the subject matter I recommend you check it out  Other than that I dont think its a production that deserves much time  I gave it a score of 4 out of 10,"Mystery, Thriller"
Avatar: Fire and Ash,"['Science Fiction', 'Adventure', 'Fantasy']","I give it 5/10 because, this 5 stars are for technical side. Movie has amazing effects, especially if you're watching it in 3D. It's visually beautiful, however I'm not giving rest 5 stars because of its narrative and agenda. Movie portraits us - humankind as evil, conquering race and simply bad. Yes, sure, we humans made a lots of mistakes in the past and we're not perfect, but we're not that bad and we do a lot of great and kind things as well, but people in Hollywood (those liberals) want us to hate ourselves, to feel guilty, to say how bad we are. Those people who push this agenda, they're obssessed with self-hatred and humilation. They're the one who want to divide people. We even hear in movie how those tribal aliens are calling us ""pink-asses"" and how they hate us. I think we all know what's happening here folks, it's a same leftist narrative and their propaganda.",5.0,83533,69468cbad49dde55e5fb0ac4,Dean,2025-12-20T11:47:06.165Z,I give it 510 because this 5 stars are for technical side Movie has amazing effects especially if youre watching it in 3D Its visually beautiful however Im not giving rest 5 stars because of its narrative and agenda Movie portraits us  humankind as evil conquering race and simply bad Yes sure we humans made a lots of mistakes in the past and were not perfect but were not that bad and we do a lot of great and kind things as well but people in Hollywood those liberals want us to hate ourselves to feel guilty to say how bad we are Those people who push this agenda theyre obssessed with selfhatred and humilation Theyre the one who want to divide people We even hear in movie how those tribal aliens are calling us pinkasses and how they hate us I think we all know whats happening here folks its a same leftist narrative and their propaganda,"Science Fiction, Adventure, Fantasy"
Now You See Me: Now You Don't,"['Crime', 'Thriller']","FULL SPOILER-FREE REVIEW @ https://movieswetextedabout.com/now-you-see-me-now-you-dont-movie-review-ruben-fleischer-presents-a-more-polished-yet-empty-trick/

Rating: C+

""Now You See Me: Now You Don't undoubtedly asserts itself as the most solid entry in this trilogy, raising the technical bar and finding new life in the reinvigorated dynamic of its cast.

However, all the superficial shine and aesthetic improvements fail to hide a script that confuses complexity with complication, delivering characters that function merely as pieces on a formulaic board. It works as light entertainment, but it's insufficient to fully justify its return to the big screen.

It invites us to look closer, but unfortunately, the closer we look, the less we see the depth it promises, leaving only the fleeting glow of a well-rehearsed trick, yet empty of true magic.""",5.0,425274,6928c31401823e51fe26c751,Manuel São Bento,2025-11-27T21:31:00.887Z,"FULL SPOILERFREE REVIEW  

Rating C

Now You See Me Now You Dont undoubtedly asserts itself as the most solid entry in this trilogy raising the technical bar and finding new life in the reinvigorated dynamic of its cast

However all the superficial shine and aesthetic improvements fail to hide a script that confuses complexity with complication delivering characters that function merely as pieces on a formulaic board It works as light entertainment but its insufficient to fully justify its return to the big screen

It invites us to look closer but unfortunately the closer we look the less we see the depth it promises leaving only the fleeting glow of a wellrehearsed trick yet empty of true magic","Crime, Thriller"
The Yeti,"['Horror', 'Thriller']","It's always a shame when you can see the potential in something but it never quite gets there. The biggest single problem with ""The Yeti"" is it takes itself far too seriously, for what is, at the end of the day, a monster flick. If they had made the scares and deaths more in keeping with a black humour vibe rather than tragic, this would have been far more enjoyable. What's also missing is the sense of creeping dread, of pursuit, of trying to escape from something monumental and foreboding. 

Limited upsides include the makings of a decent script, creative characterisations, reasonable acting and excellent creature effects.  

In summary, in spite of having the right ingredients for success, ""The Yeti"" gets it wrong. The result is  rather flat and uninspiring. A mediocre watch at best.",5.0,1418657,69e15a33ad73bb6e3ddde958,MovieGuys,2026-04-16T21:52:51.178Z,"Its always a shame when you can see the potential in something but it never quite gets there The biggest single problem with The Yeti is it takes itself far too seriously for what is at the end of the day a monster flick If they had made the scares and deaths more in keeping with a black humour vibe rather than tragic this would have been far more enjoyable Whats also missing is the sense of creeping dread of pursuit of trying to escape from something monumental and foreboding 

Limited upsides include the makings of a decent script creative characterisations reasonable acting and excellent creature effects  

In summary in spite of having the right ingredients for success The Yeti gets it wrong The result is  rather flat and uninspiring A mediocre watch at best","Horror, Thriller"
Lee Cronin's The Mummy,"['Horror', 'Mystery']","Lee Cronin’s The Mummy isn’t scary or memorable; it’s raunchy exploitation and over-orchestrated expired cheese. It is a horror film that reeks of nothing but ridiculousness. The sad part is there’s a decent enough concept buried somewhere within this vomit-drenched monstrosity and a killer ambiance that is borderline spine-tingling.

https://bit.ly/MummyBarf",4.0,1304313,69e29961ae3b23d311818d83,Chris Sawin,2026-04-17T20:34:41.194Z,Lee Cronin’s The Mummy isn’t scary or memorable it’s raunchy exploitation and overorchestrated expired cheese It is a horror film that reeks of nothing but ridiculousness The sad part is there’s a decent enough concept buried somewhere within this vomitdrenched monstrosity and a killer ambiance that is borderline spinetingling,"Horror, Mystery"
Jurassic World Rebirth,"['Science Fiction', 'Adventure', 'Action']","_Jurassic World Rebirth_ tries to revive the magic but mostly goes through the motions. The dinosaurs look fine, but the sense of wonder’s long gone. The plot recycles old beats—corporate greed, a betrayal, someone shouting “Run!”—while new characters feel like action figures with catchphrases. A few set pieces land, and it’s refreshing to see a Hispanic family in the lead, even if they feel a bit gimmicky. It’s not bad, just safe. If you want thrills, it delivers. Just don’t expect awe.",5.0,1234821,685b9a2acf4bdffedfee6701,griggs79,2025-06-25T06:41:46.796Z,Jurassic World Rebirth tries to revive the magic but mostly goes through the motions The dinosaurs look fine but the sense of wonder’s long gone The plot recycles old beats—corporate greed a betrayal someone shouting “Run”—while new characters feel like action figures with catchphrases A few set pieces land and it’s refreshing to see a Hispanic family in the lead even if they feel a bit gimmicky It’s not bad just safe If you want thrills it delivers Just don’t expect awe,"Science Fiction, Adventure, Action"
The Super Mario Galaxy Movie,"['Family', 'Comedy', 'Adventure', 'Fantasy', 'Animation']","Now I know that I'm not really the demographic for this, but I didn't mind the last one from 2023 so had an open mind as it started. Princess 'Peach' is kidnapped by the menacing baby 'Bowser' who is none too pleased that his dad has been locked up. He is determined to use her as leverage to free him, but that is exactly what intrepid and ingenious 'Mario' and 'Luigi' intend to thwart. What now ensues is the thinnest of stories stretched across a messy collection of interstellar scenarios as they bounce from world to world trying to rescue the royal damsel in distress. I always reckoned that the amiable mushroom people belonged more in an Arabian Nights tale than a sci-fi cartoon, but even their innocent cheeriness can't really enliven this rapidly and colourfully edited together sequence of pinball-machine style scenes. There is surprisingly little effort made to characterise either the goodies or the baddies and the frenetic nature of the animation barely leaves us time to draw breath before we ascend to another level and pretty much repeat as before - only with slightly different props and goals. It's not so much that this lacks a beginning, middle and end - it is more that it just comes across as contant sequence of scenes that could all see the film conclude as predictably as the sun coming up. Perhaps very young children might enjoy the sheer buzz of this, but there really isn't anything visually or from the script to entertain the grown ups. I bet the merch merchants are happy, though.",5.0,1226863,69df4cf1f6dafa2d54211a2b,CinemaSerf,2026-04-15T08:31:45.605Z,Now I know that Im not really the demographic for this but I didnt mind the last one from 2023 so had an open mind as it started Princess Peach is kidnapped by the menacing baby Bowser who is none too pleased that his dad has been locked up He is determined to use her as leverage to free him but that is exactly what intrepid and ingenious Mario and Luigi intend to thwart What now ensues is the thinnest of stories stretched across a messy collection of interstellar scenarios as they bounce from world to world trying to rescue the royal damsel in distress I always reckoned that the amiable mushroom people belonged more in an Arabian Nights tale than a scifi cartoon but even their innocent cheeriness cant really enliven this rapidly and colourfully edited together sequence of pinballmachine style scenes There is surprisingly little effort made to characterise either the goodies or the baddies and the frenetic nature of the animation barely leaves us time to draw breath before we ascend to another level and pretty much repeat as before  only with slightly different props and goals Its not so much that this lacks a beginning middle and end  it is more that it just comes across as contant sequence of scenes that could all see the film conclude as predictably as the sun coming up Perhaps very young children might enjoy the sheer buzz of this but there really isnt anything visually or from the script to entertain the grown ups I bet the merch merchants are happy though,"Family, Comedy, Adventure, Fantasy, Animation"
Now You See Me: Now You Don't,"['Crime', 'Thriller']","FULL SPOILER-FREE REVIEW @ https://movieswetextedabout.com/now-you-see-me-now-you-dont-movie-review-ruben-fleischer-presents-a-more-polished-yet-empty-trick/

Rating: C+

""Now You See Me: Now You Don't undoubtedly asserts itself as the most solid entry in this trilogy, raising the technical bar and finding new life in the reinvigorated dynamic of its cast.

However, all the superficial shine and aesthetic improvements fail to hide a script that confuses complexity with complication, delivering characters that function merely as pieces on a formulaic board. It works as light entertainment, but it's insufficient to fully justify its return to the big screen.

It invites us to look closer, but unfortunately, the closer we look, the less we see the depth it promises, leaving only the fleeting glow of a well-rehearsed trick, yet empty of true magic.""",5.0,425274,6928c31401823e51fe26c751,Manuel São Bento,2025-11-27T21:31:00.887Z,"FULL SPOILERFREE REVIEW  

Rating C

Now You See Me Now You Dont undoubtedly asserts itself as the most solid entry in this trilogy raising the technical bar and finding new life in the reinvigorated dynamic of its cast

However all the superficial shine and aesthetic improvements fail to hide a script that confuses complexity with complication delivering characters that function merely as pieces on a formulaic board It works as light entertainment but its insufficient to fully justify its return to the big screen

It invites us to look closer but unfortunately the closer we look the less we see the depth it promises leaving only the fleeting glow of a wellrehearsed trick yet empty of true magic","Crime, Thriller"
Star Wars: The Last Jedi,"['Adventure', 'Action', 'Science Fiction']",Can't get much worse than this apparently the clown that directed this directed a good episode of Breaking Bad something tells me there was a lot of editing after they kicked this clown off the site because if this is his style he is plainly clueless about Star Wars mainly but also on how to tell a coherent story. The only good thing about this garbage was the visuals but that's it don't bother you will just get pissed off watching this mess in the end like the rest of the theater we were in have never seen so many people booing in a theater.,1.0,181808,60bae3c58d2f8d0079606d31,Kurtzmansucks,2021-06-05T02:39:01.753Z,Cant get much worse than this apparently the clown that directed this directed a good episode of Breaking Bad something tells me there was a lot of editing after they kicked this clown off the site because if this is his style he is plainly clueless about Star Wars mainly but also on how to tell a coherent story The only good thing about this garbage was the visuals but thats it dont bother you will just get pissed off watching this mess in the end like the rest of the theater we were in have never seen so many people booing in a theater,"Adventure, Action, Science Fiction"
Mercy,"['Science Fiction', 'Action', 'Thriller', 'Crime']","The cast is good, but the AI ​​thing is a bit annoying. Overall, it's a film that takes place in a single location. The guy uses all the AI's capabilities to avoid being judged, and he's the one who created the AI. Still, I got bored after a while. I like science fiction. This film is neither bad nor very good; I'd give it a 5 out of 10. To be honest, I didn't like it very much.",5.0,1236153,6997c3cf15ddabfd77c99426,Enes,2026-02-20T02:15:43.617Z,The cast is good but the AI ​​thing is a bit annoying Overall its a film that takes place in a single location The guy uses all the AIs capabilities to avoid being judged and hes the one who created the AI Still I got bored after a while I like science fiction This film is neither bad nor very good Id give it a 5 out of 10 To be honest I didnt like it very much,"Science Fiction, Action, Thriller, Crime"
The Super Mario Bros. Movie,"['Family', 'Comedy', 'Adventure', 'Fantasy', 'Animation']","About as good as a Mario movie can be I suppose. It hits all of the reference points from the game, then shoe horns in some toxic bro dude politics. Overall just found it exhausting after a while. There is this new mode of pleased with itself mentality that so many of these types of movies hit. Its the corporate product as film in particular. They merged the marvel movie franchising with their endless line of whats for sale. Not really sure what the mechanism is yet, but Mario the movie shows off how this well oiled machine is cranking out this mid level trash en mass.",5.0,502356,6592110d1dcb776b81457166,pimpskitters,2024-01-01T01:10:37.599Z,About as good as a Mario movie can be I suppose It hits all of the reference points from the game then shoe horns in some toxic bro dude politics Overall just found it exhausting after a while There is this new mode of pleased with itself mentality that so many of these types of movies hit Its the corporate product as film in particular They merged the marvel movie franchising with their endless line of whats for sale Not really sure what the mechanism is yet but Mario the movie shows off how this well oiled machine is cranking out this mid level trash en mass,"Family, Comedy, Adventure, Fantasy, Animation"
Predator: Badlands,"['Action', 'Science Fiction', 'Adventure']","""Predator Soy Boy"" shows us all that no matter how wimpy you are, the power of diversity, equality and inclusion, is on your side. Biology be damned.

Suffice to say, this is a rather ridiculous take on the Predator universe. Weird looking Dik oops I mean Dek, is the wussiest of the predators. Dad who dresses like a demonic deer, wants to croak Dek, for this very reason. Of course, he could have done so in infancy, as the Spartans did, if this is the kind of society they inhabit. Anyway for no obvious reason he lets Dek hang around embarrassing him and because its such a hassle to do him in, gets his brother do the dirty, for him. Big brother refuses, dad goes full psycho and kills him, whilst Dek escapes, if that's the right word, to a hellish planet, to take on a creature all the tough, macho predators, are scared of. 

You can see where this is going and it doesn't get better but then how could it? Its premise is downright silly, akin to Pee-Wee Herman, taking a starring role in a Rocky remake.  Just to make it extra cringy, they have a female humanoid cyborg, who helps Dek get in touch with this feelings.Plus an almost Muppety thing, that vaguely feels like a substitute for a dog (or maybe a pet monkey?). 

Updsides such as they are include admittedly decent action, creative and well rendered special effects and yes a few scary monsters. 

In summary, a rather anemic take on the Predator universe, that drags the franchise even further from its tough guy, action roots, to a more drippy, touchy feely propostion that reminds me of a rough hewen take, on Beauty and the Beast(s). A marginal watch.",5.0,1242898,695f341a563563098c3dad46,MovieGuys,2026-01-08T04:35:38.879Z,"Predator Soy Boy shows us all that no matter how wimpy you are the power of diversity equality and inclusion is on your side Biology be damned

Suffice to say this is a rather ridiculous take on the Predator universe Weird looking Dik oops I mean Dek is the wussiest of the predators Dad who dresses like a demonic deer wants to croak Dek for this very reason Of course he could have done so in infancy as the Spartans did if this is the kind of society they inhabit Anyway for no obvious reason he lets Dek hang around embarrassing him and because its such a hassle to do him in gets his brother do the dirty for him Big brother refuses dad goes full psycho and kills him whilst Dek escapes if thats the right word to a hellish planet to take on a creature all the tough macho predators are scared of 

You can see where this is going and it doesnt get better but then how could it Its premise is downright silly akin to PeeWee Herman taking a starring role in a Rocky remake  Just to make it extra cringy they have a female humanoid cyborg who helps Dek get in touch with this feelingsPlus an almost Muppety thing that vaguely feels like a substitute for a dog or maybe a pet monkey 

Updsides such as they are include admittedly decent action creative and well rendered special effects and yes a few scary monsters 

In summary a rather anemic take on the Predator universe that drags the franchise even further from its tough guy action roots to a more drippy touchy feely propostion that reminds me of a rough hewen take on Beauty and the Beasts A marginal watch","Action, Science Fiction, Adventure"
Interstellar,"['Adventure', 'Drama', 'Science Fiction']",Boring crap.,4.0,157336,68d978bd27452252975307c6,Dean,2025-09-28T18:04:45.021Z,Boring crap,"Adventure, Drama, Science Fiction"
Ready or Not,"['Horror', 'Comedy']",Drawn out to absurdity... Predictable and long winded.,4.0,567609,62dfa87a5aba32004d1e1b12,Martha,2022-07-26T08:40:26.861Z,Drawn out to absurdity Predictable and long winded,"Horror, Comedy"
The House on Haunted Grounds,['Horror'],pretty decent low budget horror flick - the costumes and jumpscares make up for a potential lack of other resources. Always down to watch films like these cause that’s where creativity can really thrive!,4.0,1610418,696d401bcdcb0cebbd36b136,Rachills + Thrills,2026-01-18T20:18:35.774Z,pretty decent low budget horror flick  the costumes and jumpscares make up for a potential lack of other resources Always down to watch films like these cause that’s where creativity can really thrive,Horror
My Fault,"['Drama', 'Romance', 'Thriller']","Someone must have got fed up with the constant slating of the ""After..."" series and thought - ""I know, let's make something that will really make those films look good"". Guess what, they succeeded. ""Noah"" (Nicole Wallace) has had to relocate to live with her mother and her new husband in a palatial home that also happens to be occupied by her rather weedy step-brother ""Nick"" (Gabriel Guevara). Now the two do not hit it off. He's a bit of a cocky git and she's equally no-nonsense about things - so that ought to be the end. Rock and hard place kind of thing. Nope, no such luck. For almost two hours this takes us on the most predictable of romantic dramas that actually manages to incorporate car chases, fist fighting, sex, familial drama, more (beach) sex and a kidnapping. I would say you couldn't make it up, but clearly the series-prone author Mercedes Ron did in her novel. Amazon have early thrown some cash at this, but little of it was spent on the screenplay and the acting - well Wallace reminded me a little of Shailene Woodley but ""Nick"" is just an overblown drip - with or without his clothes. I know I'm not the demographic for this, but yikes - I wonder who really would appreciate this banal film. Bring back ""90210""!!",5.0,1010581,6533e8af91f0ea00ac5cd762,CinemaSerf,2023-10-21T15:05:19.271Z,Someone must have got fed up with the constant slating of the After series and thought  I know lets make something that will really make those films look good Guess what they succeeded Noah Nicole Wallace has had to relocate to live with her mother and her new husband in a palatial home that also happens to be occupied by her rather weedy stepbrother Nick Gabriel Guevara Now the two do not hit it off Hes a bit of a cocky git and shes equally nononsense about things  so that ought to be the end Rock and hard place kind of thing Nope no such luck For almost two hours this takes us on the most predictable of romantic dramas that actually manages to incorporate car chases fist fighting sex familial drama more beach sex and a kidnapping I would say you couldnt make it up but clearly the seriesprone author Mercedes Ron did in her novel Amazon have early thrown some cash at this but little of it was spent on the screenplay and the acting  well Wallace reminded me a little of Shailene Woodley but Nick is just an overblown drip  with or without his clothes I know Im not the demographic for this but yikes  I wonder who really would appreciate this banal film Bring back 90210,"Drama, Romance, Thriller"
Avatar: Fire and Ash,"['Science Fiction', 'Adventure', 'Fantasy']","I give it 5/10 because, this 5 stars are for technical side. Movie has amazing effects, especially if you're watching it in 3D. It's visually beautiful, however I'm not giving rest 5 stars because of its narrative and agenda. Movie portraits us - humankind as evil, conquering race and simply bad. Yes, sure, we humans made a lots of mistakes in the past and we're not perfect, but we're not that bad and we do a lot of great and kind things as well, but people in Hollywood (those liberals) want us to hate ourselves, to feel guilty, to say how bad we are. Those people who push this agenda, they're obssessed with self-hatred and humilation. They're the one who want to divide people. We even hear in movie how those tribal aliens are calling us ""pink-asses"" and how they hate us. I think we all know what's happening here folks, it's a same leftist narrative and their propaganda.",5.0,83533,69468cbad49dde55e5fb0ac4,Dean,2025-12-20T11:47:06.165Z,I give it 510 because this 5 stars are for technical side Movie has amazing effects especially if youre watching it in 3D Its visually beautiful however Im not giving rest 5 stars because of its narrative and agenda Movie portraits us  humankind as evil conquering race and simply bad Yes sure we humans made a lots of mistakes in the past and were not perfect but were not that bad and we do a lot of great and kind things as well but people in Hollywood those liberals want us to hate ourselves to feel guilty to say how bad we are Those people who push this agenda theyre obssessed with selfhatred and humilation Theyre the one who want to divide people We even hear in movie how those tribal aliens are calling us pinkasses and how they hate us I think we all know whats happening here folks its a same leftist narrative and their propaganda,"Science Fiction, Adventure, Fantasy"
The Super Mario Galaxy Movie,"['Family', 'Comedy', 'Adventure', 'Fantasy', 'Animation']","Now I know that I'm not really the demographic for this, but I didn't mind the last one from 2023 so had an open mind as it started. Princess 'Peach' is kidnapped by the menacing baby 'Bowser' who is none too pleased that his dad has been locked up. He is determined to use her as leverage to free him, but that is exactly what intrepid and ingenious 'Mario' and 'Luigi' intend to thwart. What now ensues is the thinnest of stories stretched across a messy collection of interstellar scenarios as they bounce from world to world trying to rescue the royal damsel in distress. I always reckoned that the amiable mushroom people belonged more in an Arabian Nights tale than a sci-fi cartoon, but even their innocent cheeriness can't really enliven this rapidly and colourfully edited together sequence of pinball-machine style scenes. There is surprisingly little effort made to characterise either the goodies or the baddies and the frenetic nature of the animation barely leaves us time to draw breath before we ascend to another level and pretty much repeat as before - only with slightly different props and goals. It's not so much that this lacks a beginning, middle and end - it is more that it just comes across as contant sequence of scenes that could all see the film conclude as predictably as the sun coming up. Perhaps very young children might enjoy the sheer buzz of this, but there really isn't anything visually or from the script to entertain the grown ups. I bet the merch merchants are happy, though.",5.0,1226863,69df4cf1f6dafa2d54211a2b,CinemaSerf,2026-04-15T08:31:45.605Z,Now I know that Im not really the demographic for this but I didnt mind the last one from 2023 so had an open mind as it started Princess Peach is kidnapped by the menacing baby Bowser who is none too pleased that his dad has been locked up He is determined to use her as leverage to free him but that is exactly what intrepid and ingenious Mario and Luigi intend to thwart What now ensues is the thinnest of stories stretched across a messy collection of interstellar scenarios as they bounce from world to world trying to rescue the royal damsel in distress I always reckoned that the amiable mushroom people belonged more in an Arabian Nights tale than a scifi cartoon but even their innocent cheeriness cant really enliven this rapidly and colourfully edited together sequence of pinballmachine style scenes There is surprisingly little effort made to characterise either the goodies or the baddies and the frenetic nature of the animation barely leaves us time to draw breath before we ascend to another level and pretty much repeat as before  only with slightly different props and goals Its not so much that this lacks a beginning middle and end  it is more that it just comes across as contant sequence of scenes that could all see the film conclude as predictably as the sun coming up Perhaps very young children might enjoy the sheer buzz of this but there really isnt anything visually or from the script to entertain the grown ups I bet the merch merchants are happy though,"Family, Comedy, Adventure, Fantasy, Animation"
The Mortuary Assistant,"['Horror', 'Mystery']","I had huge hope for this movie as the trailer is outstanding. 
It seems that about 40 minutes into the film there is what I would consider to be a significant time jump. 
You go from the natural progression of the story to jumping straight into the meat and bones of a possession story.

It had such promise.",2.0,1470130,69c872a1eb0d755a444f21f9,Gordon,2026-03-29T00:30:25.920Z,"I had huge hope for this movie as the trailer is outstanding 
It seems that about 40 minutes into the film there is what I would consider to be a significant time jump 
You go from the natural progression of the story to jumping straight into the meat and bones of a possession story

It had such promise","Horror, Mystery"
Jurassic World Rebirth,"['Science Fiction', 'Adventure', 'Action']","FULL SPOILER-FREE REVIEW @ https://fandomwire.com/jurassic-world-rebirth-review/

""Jurassic World Rebirth ends up reflecting the franchise's current state. A visually competent product, with talent in front of and behind the camera, but lost in its lack of purpose and narrative ambition.

The cast is excellent, but the characters are hollow. The dinosaurs are still impressive, but their presence no longer holds the same weight. And the themes - once so rich and provocative - have been replaced by modern dilemmas that, while valid, don't truly belong in this universe.

Maybe it's time to accept that life does, indeed, find a way - but that way isn't always through continuation. Sometimes, the best thing we can do… is let go.""

Rating: C+",5.0,1234821,6862bec32b3d7e2ee23e3acc,Manuel São Bento,2025-06-30T16:43:47.895Z,"FULL SPOILERFREE REVIEW  

Jurassic World Rebirth ends up reflecting the franchises current state A visually competent product with talent in front of and behind the camera but lost in its lack of purpose and narrative ambition

The cast is excellent but the characters are hollow The dinosaurs are still impressive but their presence no longer holds the same weight And the themes  once so rich and provocative  have been replaced by modern dilemmas that while valid dont truly belong in this universe

Maybe its time to accept that life does indeed find a way  but that way isnt always through continuation Sometimes the best thing we can do… is let go

Rating C","Science Fiction, Adventure, Action"
