movie_title,genres,content,rating,movie_id,review_id,author,created_at,cleaned_text,category
Now You See Me: Now You Don't,"['Crime', 'Thriller']","**Boring and stupid**

Hard to believe that after so many years of hiatus, the franchise will bring such a stupidly boring movie.

The original movie was all about deception, magic, and surprises. This movie, however, tries to be a love child of Indiana Jones and Mission Impossible. It was less about magic and more about running and chasing.

Too many plot holes. A billionaire and her security act like completely stupid people. The magicians had no plans beyond stealing the diamond and then just running (really?). The new characters are uninteresting, somewhat annoying, and easily forgettable. There were some woke messages as well to make the movie stink worse.

Just watch the first scene of the first movie of this franchise, and you will realize how clever the original was and how stupid the present one is.

I lost all hope from the present-day creators.",2.0,425274,6958e78dbf4a3fbe834af0ff,dumasori,2026-01-03T09:55:25.272Z,boring stupid hard believe many years hiatus franchise bring stupidly boring movie original movie deception magic surprises movie however tries love child indiana jones mission impossible less magic running chasing many plot holes billionaire security act like completely stupid people magicians plans beyond stealing diamond running really new characters uninteresting somewhat annoying easily forgettable woke messages well make movie stink worse watch first scene first movie franchise realize clever original stupid present one lost hope presentday creators,"Crime, Thriller"
Return to Silent Hill,"['Mystery', 'Drama', 'Horror']","When it takes over thirty minutes for a film to go anywhere even remotely interesting, for my money, something is wrong.

""Return to Silent Hill"" lacks both pace and scares; in short, I found it boring. It's not the actors' fault; they hand in decent performances. Its story, in my opinion, needed to be reworked to make it more engaging and exciting.

In summary, acting is fine, but I found the story lackadaisical and dull. Can't recommend this one.",4.0,680493,6976f685e1d733d98c1a136c,MovieGuys,2026-01-26T05:07:17.558Z,takes thirty minutes film go anywhere even remotely interesting money something wrong return silent hill lacks pace scares short found boring actors fault hand decent performances story opinion needed reworked make engaging exciting summary acting fine found story lackadaisical dull cant recommend one,"Mystery, Drama, Horror"
Titanic,"['Drama', 'Romance']","It could be because it came out when I was 17 and I had to go see it twice in the theater on two dates, and then I had to take my mom to see it.

Or it could be because Kate here is sort of a horrible person, really self centered, does a lot of pretty bad things, and we are supposed to root for her.

Or it could be because when it came out I got tired of the hype.

Or it could be because there was room enough for Leo but he had to die to make it ""romantic.""

But whatever the reason, I'm really not a fan of this film.",1.0,597,6931156a475641b3e8c1e7cb,GenerationofSwine,2025-12-04T05:00:27.011Z,could came 17 go see twice theater two dates take mom see could kate sort horrible person really self centered lot pretty bad things supposed root could came got tired hype could room enough leo die make romantic whatever reason im really fan film,"Drama, Romance"
Titanic,"['Drama', 'Romance']","It could be because it came out when I was 17 and I had to go see it twice in the theater on two dates, and then I had to take my mom to see it.

Or it could be because Kate here is sort of a horrible person, really self centered, does a lot of pretty bad things, and we are supposed to root for her.

Or it could be because when it came out I got tired of the hype.

Or it could be because there was room enough for Leo but he had to die to make it ""romantic.""

But whatever the reason, I'm really not a fan of this film.",1.0,597,6931156a475641b3e8c1e7cb,GenerationofSwine,2025-12-04T05:00:27.011Z,could came 17 go see twice theater two dates take mom see could kate sort horrible person really self centered lot pretty bad things supposed root could came got tired hype could room enough leo die make romantic whatever reason im really fan film,"Drama, Romance"
War of the Worlds,"['Science Fiction', 'Thriller']",Trash. Uber trash. Worst use of an IP to date.,2.0,755898,6896e7c097e8b74ed492e923,Microcosmic,2025-08-09T06:16:32.146Z,trash uber trash worst use ip date,"Science Fiction, Thriller"
Avatar: Fire and Ash,"['Science Fiction', 'Adventure', 'Fantasy']","FULL SPOILER-FREE REVIEW @ https://movieswetextedabout.com/avatar-fire-and-ash-movie-review-james-cameron-finds-himself-between-technical-brilliance-and-creative-stagnation/

""Avatar: Fire and Ash leaves me with mixed feelings of technical admiration and creative exhaustion. It's a film that lives off its scale, scope, and technical audacity but fails to take the step forward the narrative required to become memorable on its own merit.

Cinema cannot just be a technology demonstration; it needs characters whose journeys we feel as our own, themes that are explored in depth, and stories that aren't limited to repeating past successes. There are fascinating ideas here, from Neytiri's grief to Kiri's divine isolation and Varang's antagonistic beliefs, but they're lost under a cynical structure and unjustified plot decisions that make the experience truly frustrating. The lack of clarity about the fate of certain characters and the stagnation of some arcs make me fear that the next movies will follow the same path.

James Cameron is an undeniable visionary, but he seems to have forgotten that for a flame to keep burning brightly, it needs new fuel and not just the ashes of yesterday.""

Rating: C",5.0,83533,6943d8d0a56edf751f705664,Manuel São Bento,2025-12-18T10:34:56.770Z,full spoilerfree review avatar fire ash leaves mixed feelings technical admiration creative exhaustion film lives scale scope technical audacity fails take step forward narrative required become memorable merit cinema cannot technology demonstration needs characters whose journeys feel themes explored depth stories arent limited repeating past successes fascinating ideas neytiris grief kiris divine isolation varangs antagonistic beliefs theyre lost cynical structure unjustified plot decisions make experience truly frustrating lack clarity fate certain characters stagnation arcs make fear next movies follow path james cameron undeniable visionary seems forgotten flame keep burning brightly needs new fuel ashes yesterday rating c,"Science Fiction, Adventure, Fantasy"
Return to Silent Hill,"['Mystery', 'Drama', 'Horror']","Ok, so I don’t remember going to “Silent Hill” first time around (in 2006), but after this I am certain I will never go again. At least Christopher Gans had enough wits about him to cast someone easy on the eye in the lead, but even the ashen-looking Jeremy Irvine couldn’t breathe any life into this. He’s “James” who meets up with “Mary” (Hannah Emily Anderson) after he managed to hit her luggage with his car. Thereafter they flirt, court, move in together, split up - but as far as this plot is concerned, in no coherent order and only delivered to us by way of flashback. It’s only as he returns to find her again he discovers the town is now the victim of what looks like a nearby meteor strike and the place devoid of all but some curious humanoid creatures that definitely mean him harm. Can he put the pieces of this emotionally confused jigsaw together? Do we care? If this were just to have been a monster film with Irvine in a semi-psychotic fight for survival, then perhaps it might have worked better. It isn’t. The timelines are all over the place; characters appear and the disappear seemingly quite randomly and the psychological impact of the story is so compromised as to render this little better than a mess that looks every inch an incremental video game put onto a big screen. Some of the creativity behind the visual effects is to be commended but the story is completely lacking in either characterisation or substance. It will kill some time on the telly in October, maybe, but otherwise this has little to recommend it to anyone.",5.0,680493,697b95dea8c024bc53a08e55,CinemaSerf,2026-01-29T17:16:14.261Z,ok don’t remember going “silent hill” first time around 2006 certain never go least christopher gans enough wits cast someone easy eye lead even ashenlooking jeremy irvine couldn’t breathe life he’s “james” meets “mary” hannah emily anderson managed hit luggage car thereafter flirt court move together split far plot concerned coherent order delivered us way flashback it’s returns find discovers town victim looks like nearby meteor strike place devoid curious humanoid creatures definitely mean harm put pieces emotionally confused jigsaw together care monster film irvine semipsychotic fight survival perhaps might worked better isn’t timelines place characters appear disappear seemingly quite randomly psychological impact story compromised render little better mess looks every inch incremental video game put onto big screen creativity behind visual effects commended story completely lacking either characterisation substance kill time telly october maybe otherwise little recommend anyone,"Mystery, Drama, Horror"
Jurassic World Rebirth,"['Science Fiction', 'Adventure', 'Action']","_Jurassic World Rebirth_ tries to revive the magic but mostly goes through the motions. The dinosaurs look fine, but the sense of wonder’s long gone. The plot recycles old beats—corporate greed, a betrayal, someone shouting “Run!”—while new characters feel like action figures with catchphrases. A few set pieces land, and it’s refreshing to see a Hispanic family in the lead, even if they feel a bit gimmicky. It’s not bad, just safe. If you want thrills, it delivers. Just don’t expect awe.",5.0,1234821,685b9a2acf4bdffedfee6701,griggs79,2025-06-25T06:41:46.796Z,jurassic world rebirth tries revive magic mostly goes motions dinosaurs look fine sense wonder’s long gone plot recycles old beats—corporate greed betrayal someone shouting “run”—while new characters feel like action figures catchphrases set pieces land it’s refreshing see hispanic family lead even feel bit gimmicky it’s bad safe want thrills delivers don’t expect awe,"Science Fiction, Adventure, Action"
The Super Mario Galaxy Movie,"['Family', 'Comedy', 'Adventure', 'Fantasy', 'Animation']","Now I know that I'm not really the demographic for this, but I didn't mind the last one from 2023 so had an open mind as it started. Princess 'Peach' is kidnapped by the menacing baby 'Bowser' who is none too pleased that his dad has been locked up. He is determined to use her as leverage to free him, but that is exactly what intrepid and ingenious 'Mario' and 'Luigi' intend to thwart. What now ensues is the thinnest of stories stretched across a messy collection of interstellar scenarios as they bounce from world to world trying to rescue the royal damsel in distress. I always reckoned that the amiable mushroom people belonged more in an Arabian Nights tale than a sci-fi cartoon, but even their innocent cheeriness can't really enliven this rapidly and colourfully edited together sequence of pinball-machine style scenes. There is surprisingly little effort made to characterise either the goodies or the baddies and the frenetic nature of the animation barely leaves us time to draw breath before we ascend to another level and pretty much repeat as before - only with slightly different props and goals. It's not so much that this lacks a beginning, middle and end - it is more that it just comes across as contant sequence of scenes that could all see the film conclude as predictably as the sun coming up. Perhaps very young children might enjoy the sheer buzz of this, but there really isn't anything visually or from the script to entertain the grown ups. I bet the merch merchants are happy, though.",5.0,1226863,69df4cf1f6dafa2d54211a2b,CinemaSerf,2026-04-15T08:31:45.605Z,know im really demographic didnt mind last one 2023 open mind started princess peach kidnapped menacing baby bowser none pleased dad locked determined use leverage free exactly intrepid ingenious mario luigi intend thwart ensues thinnest stories stretched across messy collection interstellar scenarios bounce world world trying rescue royal damsel distress always reckoned amiable mushroom people belonged arabian nights tale scifi cartoon even innocent cheeriness cant really enliven rapidly colourfully edited together sequence pinballmachine style scenes surprisingly little effort made characterise either goodies baddies frenetic nature animation barely leaves us time draw breath ascend another level pretty much repeat slightly different props goals much lacks beginning middle end comes across contant sequence scenes could see film conclude predictably sun coming perhaps young children might enjoy sheer buzz really isnt anything visually script entertain grown ups bet merch merchants happy though,"Family, Comedy, Adventure, Fantasy, Animation"
Spider-Man: No Way Home,"['Action', 'Adventure', 'Science Fiction']","Spider-Man: No Way Home is like the proverbial blind squirrel that finds a nut every now and then, except that it doesn’t so much find them as it steals them from another squirrel’s hoard. The massive combined gravitas generated by Willem Dafoe, Alfred Molina, and Jamie Foxx would be enough to save any other movie; the problem is that this film is not theirs to save, and it’s barely a film at all to begin with – it’s more like the superhero equivalent of that Pink Panther movie they made with spare parts from previous Pink Panther movies.

If I want Willem Dafoe as the Green Goblin, why not just revisit 2002’s Spider-Man? Similarly, if I have a hankering for Alfred Molina as Doc Ock, why not just rewatch 2004’s Spider-Man 2? The latter was, according to Roger Ebert, “the best superhero movie since the modern genre was launched with ""Superman""”. How the mighty have fallen. It’s great to see Dafoe and Molina sharing screen time, but once the novelty – or rather the nostalgia – wears off, we are left with only a reminder of how comparatively superior Sam Raimi’s trilogy was, as well as a testament of how downhill things have gone since then.

When Molina finally arrives, following an excruciatingly dumb, seemingly endless first half hour, he does so like a godsend; unfortunately, as much as we welcome the company of someone with a gleam of intelligence in his eyes, Doc Ock’s edge has been dulled by poor stylistic choices – first, his mechanical tentacles are 100% computer-generated (as opposed to Spider-Man 2, which used CGI to enhance, but not fully replace, a set of prop tentacles), and second, Molina was digitally de-aged (as was Dafoe), though in this case, unlike for example The Irishman, the unintended uncanny valley effect might have been a blessing in disguise; after all, Doc Ock is supposed to be a comic book villain, so that grotesqueness actually becomes him.

All things considered, everything and everyone endemic to the MCU Spider-Man is as flat and artificial as cardboard (our sympathy inevitably lies with the villains because, goblins and octopuses though they may be, they remain at all times more human – and certainly have a cleverer sense of humor – than any of the heroes with the exception of Tobey Maguire, and while Spider-Man may prevail over Norman Osborne, Dafoe totally obliterates Holland in terms of acting); at the same time, all the best parts are almost exclusively lifted from the work – and not even the best work at that – of a much more talented filmmaker. To put it bluntly, Spider-Man: No Way Home has absolutely no reason for being.",1.0,634649,630ae8b432489b007e863578,tmdb28039023,2022-08-28T04:01:56.994Z,spiderman way home like proverbial blind squirrel finds nut every except doesn’t much find steals another squirrel’s hoard massive combined gravitas generated willem dafoe alfred molina jamie foxx would enough save movie problem film save it’s barely film begin – it’s like superhero equivalent pink panther movie made spare parts previous pink panther movies want willem dafoe green goblin revisit 2002’s spiderman similarly hankering alfred molina doc ock rewatch 2004’s spiderman 2 latter according roger ebert “the best superhero movie since modern genre launched superman” mighty fallen it’s great see dafoe molina sharing screen time novelty – rather nostalgia – wears left reminder comparatively superior sam raimi’s trilogy well testament downhill things gone since molina finally arrives following excruciatingly dumb seemingly endless first half hour like godsend unfortunately much welcome company someone gleam intelligence eyes doc ock’s edge dulled poor stylistic choices – first mechanical tentacles 100 computergenerated opposed spiderman 2 used cgi enhance fully replace set prop tentacles second molina digitally deaged dafoe though case unlike example irishman unintended uncanny valley effect might blessing disguise doc ock supposed comic book villain grotesqueness actually becomes things considered everything everyone endemic mcu spiderman flat artificial cardboard sympathy inevitably lies villains goblins octopuses though may remain times human – certainly cleverer sense humor – heroes exception tobey maguire spiderman may prevail norman osborne dafoe totally obliterates holland terms acting time best parts almost exclusively lifted work – even best work – much talented filmmaker put bluntly spiderman way home absolutely reason,"Action, Adventure, Science Fiction"
The Wrecking Crew,"['Action', 'Comedy', 'Crime', 'Mystery']",This is a good sequel to the South Park episode. A relatively uninspired action buddy comedy where they just throw in that the guy is a cop and the other guy is a seal. Or are they both seals? You know...there's a lot you don't need to know in this. You don't need to watch it but you can and you won't be surprised nor disappointed.,5.0,1168190,697ccf981b6c72889bfee63b,Chandler Danier,2026-01-30T15:34:48.572Z,good sequel south park episode relatively uninspired action buddy comedy throw guy cop guy seal seals knowtheres lot dont need know dont need watch wont surprised disappointed,"Action, Comedy, Crime, Mystery"
The Super Mario Galaxy Movie,"['Family', 'Comedy', 'Adventure', 'Fantasy', 'Animation']","Now I know that I'm not really the demographic for this, but I didn't mind the last one from 2023 so had an open mind as it started. Princess 'Peach' is kidnapped by the menacing baby 'Bowser' who is none too pleased that his dad has been locked up. He is determined to use her as leverage to free him, but that is exactly what intrepid and ingenious 'Mario' and 'Luigi' intend to thwart. What now ensues is the thinnest of stories stretched across a messy collection of interstellar scenarios as they bounce from world to world trying to rescue the royal damsel in distress. I always reckoned that the amiable mushroom people belonged more in an Arabian Nights tale than a sci-fi cartoon, but even their innocent cheeriness can't really enliven this rapidly and colourfully edited together sequence of pinball-machine style scenes. There is surprisingly little effort made to characterise either the goodies or the baddies and the frenetic nature of the animation barely leaves us time to draw breath before we ascend to another level and pretty much repeat as before - only with slightly different props and goals. It's not so much that this lacks a beginning, middle and end - it is more that it just comes across as contant sequence of scenes that could all see the film conclude as predictably as the sun coming up. Perhaps very young children might enjoy the sheer buzz of this, but there really isn't anything visually or from the script to entertain the grown ups. I bet the merch merchants are happy, though.",5.0,1226863,69df4cf1f6dafa2d54211a2b,CinemaSerf,2026-04-15T08:31:45.605Z,know im really demographic didnt mind last one 2023 open mind started princess peach kidnapped menacing baby bowser none pleased dad locked determined use leverage free exactly intrepid ingenious mario luigi intend thwart ensues thinnest stories stretched across messy collection interstellar scenarios bounce world world trying rescue royal damsel distress always reckoned amiable mushroom people belonged arabian nights tale scifi cartoon even innocent cheeriness cant really enliven rapidly colourfully edited together sequence pinballmachine style scenes surprisingly little effort made characterise either goodies baddies frenetic nature animation barely leaves us time draw breath ascend another level pretty much repeat slightly different props goals much lacks beginning middle end comes across contant sequence scenes could see film conclude predictably sun coming perhaps young children might enjoy sheer buzz really isnt anything visually script entertain grown ups bet merch merchants happy though,"Family, Comedy, Adventure, Fantasy, Animation"
Avatar,"['Science Fiction', 'Action', 'Adventure']","It's cinema Jim, but not as we know it. 

So here it is then, what has been in gestation in James Cameron's mind for over 12 years finally hit the silver screen towards the back end of 2009. Made for gazillions amount of cash, Avatar went on to make a billion trillion in Worldwide receipts-and this before the rush rush release of DVD/BLU RAY sales are factored into the equation. The film, and all its technical wizardry, is quite simply a gargantuan piece of cinematic history. Released in 2d and 3d, and probably some other format that I'm forgetting, every advanced tool of the trade has been utilised by Cameron and his team to create what is now the ultimate popcorn blockbuster. Shame then, that away from the visual extravaganza the film is as shallow as this review will ultimately end up being.

No doubt about it, this is a joy for the eyes and ears, the minuscule details are wonderful and the colour positively pings from every frame. But in the eagerness to create such splendour they forgot to put any substance into the writing. This is plot simplicity. And even its messages, as Cameron smugly preaches his sermon from the pulpit, now seem old hat. Do we really need another boink over the head about eco invasion? Or a curt reminder of American infiltration into some land where motives are suspicious at best? No we don't really do we? Worse still is some of the dialogue, which quite frankly could have come from some playground encounter as the kiddies play kiss chase or bang bang your dead army. There's also a sense of familiarity with other better scripted film's, Dances *cough* With *cough* Wolves *cough* It's as if Cameron just knew that narrative structure wasn't as important as having the expensive gimmicks. He's like a modern day William Castle-only with considerably more readies at his disposal.

The cast are OK, Zoe Saldana puts a sexy feistiness to her blue alien Neytiri, Sam Worthington keeps the humanistic elements just about above water, while Sigourney Weaver is as ever the consummate professional. But ironically, in a film shimmering bright in 2d & 3d, the characters are all one dimensional. None more so than Stephen ""The Party Crasher"" Lang's Colonel. A man so gruff and gung-ho menacing he really ought to be in Sly Stallone's upcoming testo movie The Expendables. Nominated for nine Academy Awards, including Best Picture and Best Director, it won three, for Best Cinematography, Best Visual Effects, and Best Art Direction. Those were richly deserved. They also tell us all we need to now about Cameron's Behemoth. 5/10",5.0,19995,5ea448e4bdc34c0020261327,John Chard,2020-04-25T14:27:48.316Z,cinema jim know gestation james camerons mind 12 years finally hit silver screen towards back end 2009 made gazillions amount cash avatar went make billion trillion worldwide receiptsand rush rush release dvdblu ray sales factored equation film technical wizardry quite simply gargantuan piece cinematic history released 2d 3d probably format im forgetting every advanced tool trade utilised cameron team create ultimate popcorn blockbuster shame away visual extravaganza film shallow review ultimately end doubt joy eyes ears minuscule details wonderful colour positively pings every frame eagerness create splendour forgot put substance writing plot simplicity even messages cameron smugly preaches sermon pulpit seem old hat really need another boink head eco invasion curt reminder american infiltration land motives suspicious best dont really worse still dialogue quite frankly could come playground encounter kiddies play kiss chase bang bang dead army theres also sense familiarity better scripted films dances cough cough wolves cough cameron knew narrative structure wasnt important expensive gimmicks hes like modern day william castleonly considerably readies disposal cast ok zoe saldana puts sexy feistiness blue alien neytiri sam worthington keeps humanistic elements water sigourney weaver ever consummate professional ironically film shimmering bright 2d 3d characters one dimensional none stephen party crasher langs colonel man gruff gungho menacing really ought sly stallones upcoming testo movie expendables nominated nine academy awards including best picture best director three best cinematography best visual effects best art direction richly deserved also tell us need camerons behemoth 510,"Science Fiction, Action, Adventure"
Now You See Me: Now You Don't,"['Crime', 'Thriller']","FULL SPOILER-FREE REVIEW @ https://movieswetextedabout.com/now-you-see-me-now-you-dont-movie-review-ruben-fleischer-presents-a-more-polished-yet-empty-trick/

Rating: C+

""Now You See Me: Now You Don't undoubtedly asserts itself as the most solid entry in this trilogy, raising the technical bar and finding new life in the reinvigorated dynamic of its cast.

However, all the superficial shine and aesthetic improvements fail to hide a script that confuses complexity with complication, delivering characters that function merely as pieces on a formulaic board. It works as light entertainment, but it's insufficient to fully justify its return to the big screen.

It invites us to look closer, but unfortunately, the closer we look, the less we see the depth it promises, leaving only the fleeting glow of a well-rehearsed trick, yet empty of true magic.""",5.0,425274,6928c31401823e51fe26c751,Manuel São Bento,2025-11-27T21:31:00.887Z,full spoilerfree review rating c see dont undoubtedly asserts solid entry trilogy raising technical bar finding new life reinvigorated dynamic cast however superficial shine aesthetic improvements fail hide script confuses complexity complication delivering characters function merely pieces formulaic board works light entertainment insufficient fully justify return big screen invites us look closer unfortunately closer look less see depth promises leaving fleeting glow wellrehearsed trick yet empty true magic,"Crime, Thriller"
Return to Silent Hill,"['Mystery', 'Drama', 'Horror']","When it takes over thirty minutes for a film to go anywhere even remotely interesting, for my money, something is wrong.

""Return to Silent Hill"" lacks both pace and scares; in short, I found it boring. It's not the actors' fault; they hand in decent performances. Its story, in my opinion, needed to be reworked to make it more engaging and exciting.

In summary, acting is fine, but I found the story lackadaisical and dull. Can't recommend this one.",4.0,680493,6976f685e1d733d98c1a136c,MovieGuys,2026-01-26T05:07:17.558Z,takes thirty minutes film go anywhere even remotely interesting money something wrong return silent hill lacks pace scares short found boring actors fault hand decent performances story opinion needed reworked make engaging exciting summary acting fine found story lackadaisical dull cant recommend one,"Mystery, Drama, Horror"
Pretty Lethal,"['Music', 'Thriller', 'Action', 'Horror']","Full review: https://movieswetextedabout.com/pretty-lethal-movie-review-a-masterclass-in-ballet-fu-dragged-down-by-a-thin-script/

Rating: C-

""Pretty Lethal relies solely on the technical beauty of its fights, failing miserably to build a narrative foundation that supports such physical agility. Between brilliant choreography and a disastrous script, the film serves as further proof that all the technical grace in the world can’t save a story that lacks soul or direction.""",4.0,1084187,69c43776bffcd46a6aa25711,Manuel São Bento,2026-03-25T19:28:54.376Z,full review rating c pretty lethal relies solely technical beauty fights failing miserably build narrative foundation supports physical agility brilliant choreography disastrous script film serves proof technical grace world can’t save story lacks soul direction,"Music, Thriller, Action, Horror"
Sinners,"['Horror', 'Action', 'Thriller']",It's a vampire movie.  They really hate White people. Sick of this proud to be racist crap.,1.0,1233413,6834035b3c47703c372b726c,GenerationofSwine,2025-05-26T05:59:55.611Z,vampire movie really hate white people sick proud racist crap,"Horror, Action, Thriller"
Jurassic World Rebirth,"['Science Fiction', 'Adventure', 'Action']","What a huge missed opportunity. It’s well known that Hollywood denizens are generally not the sharpest knifes around but it is still a disappointment when they give a fairly high budget movie, and a well known franchise as well, to some low IQ writer hack that just ruins it.

The dinosaurs and special effects related to the dinosaurs were actually quite good. I liked the visual aspects of the movie even if they took a bit too much liberties with reality/physics on some of them. Like the absurdly long tails of the Titanosaurs for example.

The story had the usual big-companies-are-bad clichés in it of course but it could have worked. It was not too bad but then Hollywood has been setting a pretty low standard for some time now.

However everything was so low IQ that it was unbelievable and effectively ruined the movie.

Already at the start it was just what the f…? If ignore the pure nonsense of someone actually eating candy bars in a hazmat suit the ide that a candy wrapper can get sucked into a vent, short circuit something and bring down the entire containment system for T-Rex class dinosaurs is just laughable.

The rest of the movie was filled with nonsense like that. Everything, electricity, music, power generation, flashlight batteries etc. was working perfectly after having been abandoned for 17 years. Seriously?

Oh, there was one single piece of equipment that did not work and that was of course the one piece of equipment that our team of fumblers needed to escape. Absolute nonsense.

Then we have the usual nonsense that Hollywood always puts in their movies. Like a number of characters that just stares at things for minutes before deciding that they should actually do something, like run damned it.

The acting was barely passable as well. Scarlett Johansson was supposed to be this kick-ass experienced hunter or whatever. She was a disappointment in that area and it felt like she was just reading lines from a crappy script (which it was) without really caring about delivery.

Overall this could have been a good, or at least decent, movie but it was brought down by Hollywood’s abysmal stupidity and lack of respect for the audience thinking they are as stupid as certain Hollywood script writers.",4.0,1234821,6937064f50431dcf88f7c8f3,Per Gunnar Jonsson,2025-12-08T17:09:35.562Z,huge missed opportunity it’s well known hollywood denizens generally sharpest knifes around still disappointment give fairly high budget movie well known franchise well low iq writer hack ruins dinosaurs special effects related dinosaurs actually quite good liked visual aspects movie even took bit much liberties realityphysics like absurdly long tails titanosaurs example story usual bigcompaniesarebad clichés course could worked bad hollywood setting pretty low standard time however everything low iq unbelievable effectively ruined movie already start f… ignore pure nonsense someone actually eating candy bars hazmat suit ide candy wrapper get sucked vent short circuit something bring entire containment system trex class dinosaurs laughable rest movie filled nonsense like everything electricity music power generation flashlight batteries etc working perfectly abandoned 17 years seriously oh one single piece equipment work course one piece equipment team fumblers needed escape absolute nonsense usual nonsense hollywood always puts movies like number characters stares things minutes deciding actually something like run damned acting barely passable well scarlett johansson supposed kickass experienced hunter whatever disappointment area felt like reading lines crappy script without really caring delivery overall could good least decent movie brought hollywood’s abysmal stupidity lack respect audience thinking stupid certain hollywood script writers,"Science Fiction, Adventure, Action"
Return to Silent Hill,"['Mystery', 'Drama', 'Horror']","Ok, so I don’t remember going to “Silent Hill” first time around (in 2006), but after this I am certain I will never go again. At least Christopher Gans had enough wits about him to cast someone easy on the eye in the lead, but even the ashen-looking Jeremy Irvine couldn’t breathe any life into this. He’s “James” who meets up with “Mary” (Hannah Emily Anderson) after he managed to hit her luggage with his car. Thereafter they flirt, court, move in together, split up - but as far as this plot is concerned, in no coherent order and only delivered to us by way of flashback. It’s only as he returns to find her again he discovers the town is now the victim of what looks like a nearby meteor strike and the place devoid of all but some curious humanoid creatures that definitely mean him harm. Can he put the pieces of this emotionally confused jigsaw together? Do we care? If this were just to have been a monster film with Irvine in a semi-psychotic fight for survival, then perhaps it might have worked better. It isn’t. The timelines are all over the place; characters appear and the disappear seemingly quite randomly and the psychological impact of the story is so compromised as to render this little better than a mess that looks every inch an incremental video game put onto a big screen. Some of the creativity behind the visual effects is to be commended but the story is completely lacking in either characterisation or substance. It will kill some time on the telly in October, maybe, but otherwise this has little to recommend it to anyone.",5.0,680493,697b95dea8c024bc53a08e55,CinemaSerf,2026-01-29T17:16:14.261Z,ok don’t remember going “silent hill” first time around 2006 certain never go least christopher gans enough wits cast someone easy eye lead even ashenlooking jeremy irvine couldn’t breathe life he’s “james” meets “mary” hannah emily anderson managed hit luggage car thereafter flirt court move together split far plot concerned coherent order delivered us way flashback it’s returns find discovers town victim looks like nearby meteor strike place devoid curious humanoid creatures definitely mean harm put pieces emotionally confused jigsaw together care monster film irvine semipsychotic fight survival perhaps might worked better isn’t timelines place characters appear disappear seemingly quite randomly psychological impact story compromised render little better mess looks every inch incremental video game put onto big screen creativity behind visual effects commended story completely lacking either characterisation substance kill time telly october maybe otherwise little recommend anyone,"Mystery, Drama, Horror"
The Godfather,"['Drama', 'Crime']","While I'm writing this, The Godfather is still beloved by people who love it simply because they are told they have to love it. 
It's written by a mobster with the sole intention of depicting the lead mobsters as demi gods. Every line and every scene in the movie and the book is meant to intimidate people into thinking the ""Mafia"" and really any mob, is a supernatural force.
This is a movie glorifying control freaks, and most critics are control freaks, and most critics are either in the mob or think they can join the mob.
The movie itself is dull and totally uninspiring, not to mention totally uninspired. For fifty years, the sheep have been cowing to the control freaks who tell them to love this movie that degrades them. 
There just isn't anything favorable about this movie. It owes its success to people who have interests in the movie or think they can get brownie points with such people. It's totally Hollywood in its depressing nature, and even in the seventies it was a formula film.",1.0,238,6428fb5f60975000eb3e9c39,drystyx,2023-04-02T03:49:51.130Z,im writing godfather still beloved people love simply told love written mobster sole intention depicting lead mobsters demi gods every line every scene movie book meant intimidate people thinking mafia really mob supernatural force movie glorifying control freaks critics control freaks critics either mob think join mob movie dull totally uninspiring mention totally uninspired fifty years sheep cowing control freaks tell love movie degrades isnt anything favorable movie owes success people interests movie think get brownie points people totally hollywood depressing nature even seventies formula film,"Drama, Crime"
Jurassic World Rebirth,"['Science Fiction', 'Adventure', 'Action']","Well the start of the movies was better than the last one! But yikes, relying on the graphics again the story was sadly lacking and to have 2 families that had nothing to do with each other was just another example of how writers have lost the plot in Hollywood lately. The previous movie at least tied the two groups together quiet well having the old and new people relating to the story even though they only connected later in the movie.",4.0,1234821,69765c894fb48db33408878f,daniel_carr,2026-01-25T18:10:17.394Z,well start movies better last one yikes relying graphics story sadly lacking 2 families nothing another example writers lost plot hollywood lately previous movie least tied two groups together quiet well old new people relating story even though connected later movie,"Science Fiction, Adventure, Action"
Hellfire,"['Action', 'Thriller']","I'm very conflicted about this film.

2 Herzog turns at the end? The multi-side-step Herzog turn is quite the feat of coordination. Is the fade the proper way to deal with an end credit walk off or is it just the OLD ASS BITCH way out? I walk off screen better than this guy. But he's pretty cool. Definitely has more military friends than me.

It feels like the Egg Man lady's acting coach was involved. Vivian's introduction and method as a slave to the druglord masters is engaging. Her final scene...kinda heart wrenching. The Power Ranger mugs almost every scene. Everyone gets to mug.

The fight scene in the factory is wonderful. MMPR does cool moves. Hard to sell the old man in that fight. Dude looks VERY old and tired in a few scenes but has some good days. Surprising to see no babies killed in this.",1.0,1088434,69e3b35aea13a623fa7c850c,Chandler Danier,2026-04-18T16:37:46.142Z,im conflicted film 2 herzog turns end multisidestep herzog turn quite feat coordination fade proper way deal end credit walk old ass bitch way walk screen better guy hes pretty cool definitely military friends feels like egg man ladys acting coach involved vivians introduction method slave druglord masters engaging final scenekinda heart wrenching power ranger mugs almost every scene everyone gets mug fight scene factory wonderful mmpr cool moves hard sell old man fight dude looks old tired scenes good days surprising see babies killed,"Action, Thriller"
